Station/Location;Date;tre200d0;tre200dv;rre150d0;sre000d0;gre000d0
CHM;20240909;10.5;-1.5;11.6;0;51
CHM;20240910;9.8;-2.1;-;341;191
ENG;20240713;12.5;-2.8;0.5;8;109
ENG;20240714;16.0;0.6;0.0;514;302
ENG;20240715;19.3;3.9;17.1;464;284
ENG;20240716;16.7;1.3;1.3;135;172
ENG;20240717;15.3;-0.2;0.1;25;125
ENG;20240718;17.6;2.1;0.0;630;316
ENG;20240719;19.8;4.3;0.0;388;251
ENG;20240720;20.2;4.6;0.0;500;282
ENG;20240721;18.0;2.4;4.7;175;176
ENG;20240722;16.1;0.5;2.7;43;129
ENG;20240723;17.8;2.2;2.5;416;271
ENG;20240724;17.0;1.3;0.0;316;260
ENG;20240725;17.1;1.4;0.0;619;307
ENG;20240726;18.9;3.2;0.0;530;271
ENG;20240727;20.8;5.1;1.3;422;271
ENG;20240728;17.6;1.8;0.0;25;91
ENG;20240729;19.7;3.9;0.0;597;294
ENG;20240730;22.2;6.4;0.0;633;294
ENG;20240731;20.1;4.3;29.9;336;192
ENG;20240801;17.6;1.7;14.0;230;145
ENG;20240802;17.8;1.9;18.3;204;171
ENG;20240803;17.2;1.3;0.0;205;188
ENG;20240804;17.9;2.0;0.0;382;235
ENG;20240805;18.3;2.4;0.0;513;294
ENG;20240806;19.4;3.6;0.0;406;236
ENG;20240807;16.8;1.0;14.4;60;115
ENG;20240808;17.5;1.7;0.8;235;204
ENG;20240809;18.8;3.0;0.0;498;262
ENG;20240810;19.8;4.1;0.0;643;292
ENG;20240811;21.2;5.5;0.0;616;285
ENG;20240812;21.0;5.3;4.5;460;239
ENG;20240813;20.7;5.1;0.0;550;272
ENG;20240814;18.7;3.1;7.3;316;178
ENG;20240815;18.2;2.7;0.0;462;234
ENG;20240816;19.9;4.5;9.1;409;237
ENG;20240817;17.4;2.0;13.3;0;80
ENG;20240818;14.4;-0.9;17.8;0;68
ENG;20240819;14.0;-1.2;0.0;150;138
ENG;20240820;16.9;1.8;0.0;572;276
ENG;20240821;15.4;0.4;0.0;147;170
ENG;20240822;15.8;0.9;0.0;594;267
ENG;20240823;18.1;3.3;0.0;632;267
ENG;20240824;20.8;6.1;11.8;632;269
ENG;20240825;13.3;-1.3;4.4;0;83
ENG;20240826;13.0;-1.5;0.2;0;80
ENG;20240827;15.1;0.8;0.0;530;234
ENG;20240828;18.3;4.1;0.0;535;236
ENG;20240829;19.5;5.5;1.2;418;205
ENG;20240830;19.6;5.7;0.0;543;235
ENG;20240831;19.6;5.8;0.0;510;222
ENG;20240901;18.7;5.3;40.9;451;216
ENG;20240902;16.7;3.4;8.1;371;187
ENG;20240903;17.6;4.5;1.3;81;143
ENG;20240904;17.1;4.1;0.4;173;135
ENG;20240905;15.3;2.5;3.0;26;73
ENG;20240906;14.9;2.2;0.1;574;243
ENG;20240907;19.0;6.5;0.0;614;246
ENG;20240908;14.5;2.1;16.7;0;31
ENG;20240909;11.2;-1.0;16.0;0;42
ENG;20240910;11.8;-0.3;-;174;139
SAE;20240713;4.9;-1.4;0.3;2;242
SAE;20240714;7.5;1.2;0.0;622;331
SAE;20240715;11.8;5.4;28.7;614;338
SAE;20240716;7.7;1.3;0.6;116;192
SAE;20240717;7.1;0.6;0.0;25;248
SAE;20240718;11.9;5.4;0.0;740;350
SAE;20240719;10.6;4.0;0.0;523;264
SAE;20240720;10.5;3.9;0.0;430;289
SAE;20240721;9.7;3.1;43.9;289;224
SAE;20240722;7.2;0.5;15.0;48;141
SAE;20240723;7.6;0.9;20.3;155;247
SAE;20240724;6.0;-0.8;0.8;54;185
SAE;20240725;8.6;1.8;0.0;585;316
SAE;20240726;10.6;3.7;0.1;555;302
SAE;20240727;12.4;5.5;6.1;468;296
SAE;20240728;9.9;2.9;3.6;52;131
SAE;20240729;10.9;3.9;0.0;614;299
SAE;20240730;14.6;7.6;0.0;803;332
SAE;20240731;13.5;6.4;22.5;516;255
SAE;20240801;10.1;2.9;7.7;135;126
SAE;20240802;8.2;1.0;20.3;179;202
SAE;20240803;7.3;0.1;0.5;70;126
SAE;20240804;7.4;0.1;0.3;196;210
SAE;20240805;9.3;2.0;0.0;608;292
SAE;20240806;11.3;4.0;0.0;781;329
SAE;20240807;9.0;1.7;23.2;271;168
SAE;20240808;8.4;1.1;14.5;10;138
SAE;20240809;9.5;2.2;0.2;684;309
SAE;20240810;12.7;5.4;0.0;817;324
SAE;20240811;15.4;8.2;0.0;617;283
SAE;20240812;13.9;6.7;0.8;633;289
SAE;20240813;13.6;6.4;0.0;636;303
SAE;20240814;11.5;4.4;0.7;626;264
SAE;20240815;12.2;5.1;0.0;722;289
SAE;20240816;11.4;4.4;4.0;357;234
SAE;20240817;9.7;2.7;4.9;40;167
SAE;20240818;5.7;-1.2;47.2;0;49
SAE;20240819;5.4;-1.5;0.0;89;180
SAE;20240820;10.6;3.8;7.0;743;302
SAE;20240821;6.0;-0.7;0.0;166;207
SAE;20240822;10.0;3.4;0.0;715;289
SAE;20240823;12.1;5.6;0.0;750;295
SAE;20240824;13.2;6.8;8.8;747;291
SAE;20240825;7.8;1.5;6.6;151;176
SAE;20240826;8.1;1.9;0.0;457;234
SAE;20240827;11.4;5.3;0.0;756;290
SAE;20240828;11.5;5.5;0.0;542;246
SAE;20240829;11.7;5.9;0.0;582;260
SAE;20240830;12.9;7.2;0.0;574;260
SAE;20240831;13.0;7.4;0.0;534;245
SAE;20240901;12.1;6.8;9.0;469;245
SAE;20240902;10.1;5.0;0.0;464;213
SAE;20240903;9.5;4.5;0.0;363;191
SAE;20240904;9.0;4.2;0.0;360;185
SAE;20240905;8.1;3.4;5.2;146;107
SAE;20240906;8.7;4.2;0.0;600;253
SAE;20240907;10.7;6.3;0.0;692;259
SAE;20240908;7.5;3.2;27.8;35;61
SAE;20240909;2.7;-1.5;75.7;0;56
SAE;20240910;2.3;-1.7;-;79;125
SIA;20240713;11.6;-0.1;0.0;350;259
SIA;20240714;12.7;0.9;0.0;658;327
SIA;20240715;14.3;2.5;0.2;611;287
SIA;20240716;14.8;3.0;2.6;405;250
SIA;20240717;14.0;2.1;3.3;382;212
SIA;20240718;15.6;3.7;0.0;568;326
SIA;20240719;13.9;1.9;13.8;379;207
SIA;20240720;14.9;2.9;0.0;483;278
SIA;20240721;14.0;2.0;9.1;420;255
SIA;20240722;14.8;2.8;0.0;615;347
SIA;20240723;15.4;3.3;0.0;488;312
SIA;20240724;14.4;2.3;0.0;642;330
SIA;20240725;14.1;2.0;0.0;694;327
SIA;20240726;15.9;3.7;0.0;621;317
SIA;20240727;15.7;3.5;0.0;391;253
SIA;20240728;17.2;5.0;0.0;513;270
SIA;20240729;16.2;4.0;0.0;610;323
SIA;20240730;16.8;4.5;0.0;631;298
SIA;20240731;15.9;3.6;3.2;602;303
SIA;20240801;14.2;1.9;5.4;340;215
SIA;20240802;13.4;1.0;2.6;360;193
SIA;20240803;13.3;0.9;0.0;393;249
SIA;20240804;14.5;2.1;0.0;548;294
SIA;20240805;14.8;2.4;0.0;622;313
SIA;20240806;15.2;2.9;0.1;630;310
SIA;20240807;12.9;0.6;2.2;246;148
SIA;20240808;14.1;1.8;0.0;638;302
SIA;20240809;15.7;3.4;0.0;704;319
SIA;20240810;16.7;4.4;0.0;707;316
SIA;20240811;17.6;5.4;0.0;648;303
SIA;20240812;16.9;4.7;0.0;642;288
SIA;20240813;15.9;3.8;1.4;666;275
SIA;20240814;13.5;1.4;1.5;425;219
SIA;20240815;14.4;2.4;0.0;375;220
SIA;20240816;15.5;3.6;0.0;481;227
SIA;20240817;15.8;3.9;8.6;697;303
SIA;20240818;12.1;0.3;7.1;0;72
SIA;20240819;12.2;0.5;0.0;184;205
SIA;20240820;14.3;2.7;0.1;266;233
SIA;20240821;14.0;2.5;0.0;660;294
SIA;20240822;12.4;1.0;0.0;164;163
SIA;20240823;14.3;3.0;0.0;656;283
SIA;20240824;14.9;3.7;0.0;476;214
SIA;20240825;13.6;2.5;3.1;172;154
SIA;20240826;12.7;1.7;0.0;289;163
SIA;20240827;13.1;2.3;0.2;506;238
SIA;20240828;13.3;2.6;0.0;670;285
SIA;20240829;14.1;3.6;2.3;459;237
SIA;20240830;15.4;5.0;0.0;651;274
SIA;20240831;14.9;4.7;0.2;611;233
SIA;20240901;13.4;3.5;0.0;352;197
SIA;20240902;11.7;1.9;0.7;411;184
SIA;20240903;12.7;3.1;0.5;296;166
SIA;20240904;12.3;2.9;1.4;164;148
SIA;20240905;10.6;1.3;8.9;0;50
SIA;20240906;10.6;1.5;0.0;449;207
SIA;20240907;12.2;3.2;0.3;618;253
SIA;20240908;10.8;2.0;65.3;0;22
SIA;20240909;9.0;0.3;1.3;92;142
SIA;20240910;9.2;0.7;-;535;248
